Id;Segment;Country;Product;DiscountBand;UnitsSold;ManufacturingPrice;SalePrice;GrossSales;Discounts;Sales;COGS;Profit;Date;MonthNumber;MonthName;Year
702;Science;Mexico;Carretera;Low;2611.0;110.0;187.0;13710.0;20.78;4949.0;9597.0;4882.57;2014-12-12;12.0;December;2014.0
703;Small Business;Pakistan;Velo;New Client;2911.0;97.0;164.9;18985.0;18.32;7622.0;13289.5;4800.239000000001;2014-01-16;1.0;January;2014.0
704;Agriculture;Egypt;Velo;Green;1706.0;97.0;164.9;16480.0;18.32;17053.0;11536.0;2813.1940000000004;2014-09-08;9.0;September;2014.0
705;Channel Partners;Egypt;Velo;New Client;1877.0;109.0;185.3;11116.0;20.59;12374.0;7781.2;3478.081;2014-01-22;1.0;January;2014.0
706;Midmarket;United States of America;Paseo;High;2109.0;58.0;98.6;12912.0;10.96;7837.0;9038.4;2079.474;2014-12-23;12.0;December;2014.0
707;Enterprise;Finland;Geotrack;Green;1485.0;103.0;175.1;11780.0;19.46;12156.0;8246.0;2600.235;2014-09-17;9.0;September;2014.0
708;Midmarket;United States of America;Nice;Green;1257.0;56.0;95.2;12608.0;10.58;21597.0;8825.599999999999;1196.664;2014-05-17;5.0;May;2014.0
709;Enterprise;Canada;Velo;Low;2587.0;57.0;96.9;12138.0;10.77;24983.0;8496.6;2506.803;2014-02-06;2.0;February;2014.0
710;Enterprise;United States of America;Paseo;New Client;1979.0;103.0;175.1;15222.0;19.46;12878.0;10655.4;3465.2290000000003;2014-04-07;4.0;April;2014.0
711;Science;Egypt;Paseo;High;1266.0;57.0;96.9;15175.0;10.77;7094.0;10622.5;1226.754;2014-10-06;10.0;October;2014.0
712;Enterprise;Finland;Velo;New Client;2674.0;78.0;132.6;11905.0;14.73;7583.0;8333.5;3545.724;2014-02-28;2.0;February;2014.0
713;Enterprise;Mexico;Nice;New Client;1919.0;115.0;195.5;16136.0;21.72;5879.0;11295.2;3751.645;2014-12-29;12.0;December;2014.0
714;Agriculture;Canada;Geotrack;Medium;2065.0;65.0;110.5;17628.0;12.28;18767.0;12339.6;2281.825;2014-06-05;6.0;June;2014.0
715;Midmarket;Germany;Geotrack;Green;1672.0;118.0;200.6;17565.0;22.29;3914.0;12295.5;3354.032;2014-02-27;2.0;February;2014.0
716;Midmarket;Egypt;Velo;New Client;2279.0;113.0;192.1;12220.0;21.34;21059.0;8554.0;4377.959;2014-08-19;8.0;August;2014.0
717;Small Business;Pakistan;Carretera;New Client;1513.0;80.0;136.0;19358.0;15.11;18804.0;13550.6;2057.68;2014-09-03;9.0;September;2014.0
718;Channel Partners;Albania;VTT;Green;2479.0;108.0;183.6;15692.0;20.4;17607.0;10984.4;4551.444;2014-05-29;5.0;May;2014.0
719;Science;United States of America;Geotrack;New Client;2860.0;63.0;107.1;13601.0;11.9;24920.0;9520.7;3063.06;2014-03-28;3.0;March;2014.0
720;Midmarket;United States of America;Geotrack;High;2419.0;81.0;137.7;14080.0;15.3;15635.0;9856.0;3330.963;2014-04-04;4.0;April;2014.0
721;Agriculture;Finland;Montana;New Client;2388.0;107.0;181.9;15103.0;20.21;24680.0;10572.1;4343.772;2014-03-04;3.0;March;2014.0
722;Government;United States of America;Montana;Medium;2184.0;66.0;112.2;18314.0;12.47;2216.0;12819.8;2450.448000000001;2014-04-13;4.0;April;2014.0
723;Midmarket;Pakistan;Bal;Green;2572.0;89.0;151.29999999999995;15707.0;16.81;13288.0;10994.9;3891.436;2014-03-24;3.0;March;2014.0
724;Household;Albania;Carretera;High;2419.0;119.0;202.3;10972.0;22.48;20350.0;7680.4;4893.637;2014-06-27;6.0;June;2014.0
725;Agriculture;Egypt;Bal;Green;1846.0;73.0;124.1;17246.0;13.79;17330.0;12072.2;2290.886;2014-01-19;1.0;January;2014.0
726;Small Business;Pakistan;VTT;High;2552.0;111.0;188.7;11515.0;20.97;12292.0;8060.499999999999;4815.624;2014-09-27;9.0;September;2014.0
727;Agriculture;Canada;Paseo;Low;2304.0;65.0;110.5;11154.0;12.28;5597.0;7807.799999999998;2545.92;2014-12-05;12.0;December;2014.0
728;Enterprise;Egypt;Velo;New Client;1324.0;113.0;192.1;14707.0;21.34;23218.0;10294.9;2543.404;2014-12-01;12.0;December;2014.0
729;Agriculture;Egypt;Carretera;Low;2134.0;80.0;136.0;11263.0;15.11;4522.0;7884.0999999999985;2902.24;2014-09-16;9.0;September;2014.0
730;Small Business;Mexico;VTT;New Client;2758.0;64.0;108.8;15495.0;12.09;1175.0;10846.5;3000.704;2014-12-02;12.0;December;2014.0
731;Household;United States of America;Carretera;New Client;2072.0;71.0;120.7;17613.0;13.41;19050.0;12329.1;2500.904;2014-06-27;6.0;June;2014.0
732;Science;Mexico;Bal;Medium;2449.0;116.0;197.2;16118.0;21.91;12293.0;11282.6;4829.428;2014-11-08;11.0;November;2014.0
733;Small Business;Mexico;Montana;Low;2649.0;58.0;98.6;18532.0;10.96;6032.0;12972.4;2611.914;2014-05-08;5.0;May;2014.0
734;Midmarket;Finland;Montana;High;1312.0;87.0;147.9;13269.0;16.43;14267.0;9288.3;1940.4479999999999;2014-07-13;7.0;July;2014.0
735;Midmarket;Mexico;Carretera;Medium;2429.0;84.0;142.79999999999995;14313.0;15.87;1292.0;10019.1;3468.612;2014-01-21;1.0;January;2014.0
736;Enterprise;Finland;VTT;Green;2555.0;92.0;156.4;13604.0;17.38;560.0;9522.8;3996.02;2014-05-09;5.0;May;2014.0
737;Channel Partners;United States of America;Bal;New Client;1269.0;55.0;93.5;19113.0;10.39;17632.0;13379.1;1186.515;2014-09-12;9.0;September;2014.0
738;Government;United States of America;Carretera;Low;2184.0;106.0;180.2;10536.0;20.02;7043.0;7375.2;3935.568;2014-12-01;12.0;December;2014.0
739;Channel Partners;Canada;Geotrack;Medium;1951.0;103.0;175.1;16987.0;19.46;9728.0;11890.9;3416.201;2014-09-21;9.0;September;2014.0
740;Small Business;Mexico;Velo;New Client;2978.0;110.0;187.0;16384.0;20.78;6124.0;11468.8;5568.86;2014-01-29;1.0;January;2014.0
741;Small Business;Germany;Velo;Medium;2799.0;92.0;156.4;11801.0;17.38;24718.0;8260.699999999999;4377.6359999999995;2014-02-21;2.0;February;2014.0
742;Channel Partners;Egypt;Bal;New Client;1515.0;103.0;175.1;17065.0;19.46;9492.0;11945.5;2652.765;2014-02-18;2.0;February;2014.0
743;Channel Partners;Pakistan;Geotrack;Medium;2877.0;109.0;185.3;18561.0;20.59;14573.0;12992.7;5331.081;2014-12-14;12.0;December;2014.0
744;Small Business;Canada;Paseo;Low;2568.0;54.0;91.8;12474.0;10.2;11179.0;8731.8;2357.424;2014-11-21;11.0;November;2014.0
745;Science;Germany;Montana;New Client;2602.0;118.0;200.6;17785.0;22.29;9501.0;12449.5;5219.612;2014-08-29;8.0;August;2014.0
746;Enterprise;Pakistan;Montana;Medium;1758.0;84.0;142.79999999999995;16152.0;15.87;21440.0;11306.4;2510.4239999999995;2014-04-16;4.0;April;2014.0
747;Enterprise;Canada;Geotrack;High;1436.0;79.0;134.29999999999998;12215.0;14.92;24522.0;8550.5;1928.548;2014-02-21;2.0;February;2014.0
748;Midmarket;Egypt;Paseo;Medium;3039.0;81.0;137.7;18155.0;15.3;21178.0;12708.5;4184.703;2014-06-09;6.0;June;2014.0
749;Government;Germany;VTT;High;1783.0;70.0;119.0;16043.0;13.22;19896.0;11230.1;2121.77;2014-01-08;1.0;January;2014.0
750;Channel Partners;Pakistan;Bal;High;2879.0;59.0;100.3;15295.0;11.14;16352.0;10706.5;2887.637;2014-09-24;9.0;September;2014.0
751;Channel Partners;Albania;Paseo;New Client;2841.0;58.0;98.6;12527.0;10.96;4724.0;8768.9;2801.226;2014-12-21;12.0;December;2014.0
752;Channel Partners;Egypt;Geotrack;High;1963.0;60.0;102.0;13134.0;11.33;9170.0;9193.8;2002.26;2014-03-25;3.0;March;2014.0
753;Agriculture;Canada;Bal;Medium;1466.0;96.0;163.2;18351.0;18.13;9865.0;12845.7;2392.512;2014-07-13;7.0;July;2014.0
754;Government;Germany;Nice;High;1297.0;79.0;134.29999999999998;18316.0;14.92;11732.0;12821.2;1741.871;2014-05-23;5.0;May;2014.0
755;Government;United States of America;Velo;Medium;2200.0;100.0;170.0;17041.0;18.89;24290.0;11928.7;3740.0;2014-10-31;10.0;October;2014.0
756;Agriculture;United States of America;Bal;New Client;1701.0;88.0;149.6;14570.0;16.62;7561.0;10199.0;2544.696;2014-03-22;3.0;March;2014.0
757;Science;Egypt;Velo;High;2501.0;93.0;158.1;15074.0;17.57;24644.0;10551.8;3954.081;2014-08-15;8.0;August;2014.0
758;Channel Partners;Finland;Bal;Medium;2115.0;115.0;195.5;11641.0;21.72;8031.0;8148.7;4134.825;2014-04-16;4.0;April;2014.0
759;Enterprise;Finland;Carretera;High;2145.0;78.0;132.6;17548.0;14.73;5418.0;12283.6;2844.27;2014-03-05;3.0;March;2014.0
760;Government;Pakistan;Montana;Green;2598.0;75.0;127.5;13892.0;14.17;3334.0;9724.4;3312.45;2014-02-22;2.0;February;2014.0
761;Science;Finland;Geotrack;Low;3005.0;65.0;110.5;14833.0;12.28;22489.0;10383.1;3320.525;2014-04-27;4.0;April;2014.0
762;Science;Finland;Bal;Low;1974.0;112.0;190.4;16417.0;21.16;16372.0;11491.9;3758.496000000001;2014-08-19;8.0;August;2014.0
763;Enterprise;United States of America;Bal;High;2567.0;77.0;130.9;18373.0;14.54;15873.0;12861.1;3360.203;2014-03-23;3.0;March;2014.0
764;Midmarket;Albania;VTT;Low;1282.0;92.0;156.4;19852.0;17.38;20748.0;13896.4;2005.048;2014-03-10;3.0;March;2014.0
765;Midmarket;Pakistan;VTT;New Client;1400.0;79.0;134.29999999999998;19499.0;14.92;20233.0;13649.3;1880.2;2014-11-26;11.0;November;2014.0
766;Government;Germany;Nice;New Client;1450.0;67.0;113.9;13148.0;12.66;514.0;9203.6;1651.55;2014-01-21;1.0;January;2014.0
767;Household;Mexico;Velo;New Client;1686.0;97.0;164.9;13304.0;18.32;1687.0;9312.8;2780.2140000000004;2014-10-11;10.0;October;2014.0
768;Channel Partners;Albania;Paseo;Green;1878.0;117.0;198.9;13971.0;22.1;14740.0;9779.7;3735.342;2014-11-18;11.0;November;2014.0
769;Enterprise;Egypt;Paseo;Medium;2531.0;94.0;159.79999999999995;19796.0;17.76;5169.0;13857.2;4044.5379999999986;2014-04-22;4.0;April;2014.0
770;Small Business;Pakistan;Velo;New Client;2176.0;57.0;96.9;11528.0;10.77;9964.0;8069.5999999999985;2108.544;2014-03-28;3.0;March;2014.0
771;Enterprise;Pakistan;VTT;Low;1702.0;105.0;178.5;11698.0;19.83;17280.0;8188.5999999999985;3038.07;2014-03-31;3.0;March;2014.0
772;Small Business;United States of America;Bal;High;1464.0;67.0;113.9;19580.0;12.66;2269.0;13706.0;1667.496;2014-08-08;8.0;August;2014.0
773;Channel Partners;Finland;Bal;Green;3100.0;116.0;197.2;18282.0;21.91;21676.0;12797.4;6113.2;2014-04-14;4.0;April;2014.0
774;Channel Partners;Egypt;Velo;Green;2801.0;112.0;190.4;13578.0;21.16;24313.0;9504.6;5333.104;2014-12-17;12.0;December;2014.0
775;Enterprise;Canada;Montana;High;1278.0;105.0;178.5;14188.0;19.83;20927.0;9931.6;2281.23;2014-06-28;6.0;June;2014.0
776;Midmarket;United States of America;Velo;Medium;3076.0;91.0;154.7;10838.0;17.19;7596.0;7586.5999999999985;4758.571999999999;2014-09-23;9.0;September;2014.0
777;Midmarket;Finland;Nice;High;1488.0;87.0;147.9;14971.0;16.43;12142.0;10479.7;2200.752;2014-10-13;10.0;October;2014.0
778;Household;Finland;Montana;Medium;2481.0;91.0;154.7;18519.0;17.19;15365.0;12963.3;3838.107;2014-01-24;1.0;January;2014.0
779;Channel Partners;Egypt;Paseo;High;1255.0;82.0;139.4;18436.0;15.49;18598.0;12905.2;1749.47;2014-05-18;5.0;May;2014.0
780;Household;Canada;Montana;High;1540.0;75.0;127.5;11018.0;14.17;11640.0;7712.5999999999985;1963.5;2014-02-01;2.0;February;2014.0
781;Midmarket;Albania;Bal;Low;1544.0;91.0;154.7;17206.0;17.19;17990.0;12044.2;2388.568;2014-05-22;5.0;May;2014.0
782;Science;Pakistan;Bal;Low;2590.0;111.0;188.7;15070.0;20.97;18354.0;10549.0;4887.329999999999;2014-06-15;6.0;June;2014.0
783;Small Business;Mexico;Paseo;Green;2694.0;92.0;156.4;17322.0;17.38;24828.0;12125.4;4213.416;2014-01-11;1.0;January;2014.0
784;Science;Albania;Geotrack;Low;2438.0;107.0;181.9;12138.0;20.21;6353.0;8496.6;4434.722;2014-05-24;5.0;May;2014.0
785;Agriculture;Germany;Bal;New Client;2205.0;67.0;113.9;19384.0;12.66;15790.0;13568.8;2511.495;2014-05-23;5.0;May;2014.0
786;Household;Mexico;Velo;New Client;1455.0;96.0;163.2;18229.0;18.13;1737.0;12760.3;2374.5599999999995;2014-08-04;8.0;August;2014.0
787;Science;Albania;Velo;New Client;2325.0;100.0;170.0;13993.0;18.89;2135.0;9795.1;3952.5;2014-12-15;12.0;December;2014.0
788;Enterprise;Egypt;Paseo;High;1573.0;106.0;180.2;12571.0;20.02;689.0;8799.699999999999;2834.546;2014-07-04;7.0;July;2014.0
789;Household;Mexico;Montana;Medium;1305.0;82.0;139.4;10630.0;15.49;2335.0;7440.999999999999;1819.17;2014-08-29;8.0;August;2014.0
790;Channel Partners;Canada;Geotrack;Low;1919.0;56.0;95.2;16383.0;10.58;308.0;11468.1;1826.888;2014-03-22;3.0;March;2014.0
791;Agriculture;Mexico;Carretera;Green;1333.0;66.0;112.2;14612.0;12.47;17870.0;10228.4;1495.626;2014-02-17;2.0;February;2014.0
792;Small Business;Albania;Geotrack;Low;1362.0;64.0;108.8;17979.0;12.09;6243.0;12585.3;1481.856;2014-10-01;10.0;October;2014.0
793;Channel Partners;Mexico;Montana;Low;2830.0;102.0;173.4;12667.0;19.27;20916.0;8866.9;4907.22;2014-11-24;11.0;November;2014.0
794;Channel Partners;Mexico;Paseo;Green;2022.0;115.0;195.5;16441.0;21.72;19331.0;11508.7;3953.01;2014-07-31;7.0;July;2014.0
795;Agriculture;Albania;Bal;Medium;1656.0;89.0;151.29999999999995;10117.0;16.81;22777.0;7081.9;2505.528;2014-05-30;5.0;May;2014.0
796;Midmarket;Mexico;Paseo;Green;3018.0;91.0;154.7;13375.0;17.19;11138.0;9362.5;4668.846;2014-12-13;12.0;December;2014.0
797;Household;Pakistan;Nice;Green;1692.0;59.0;100.3;12680.0;11.14;7942.0;8876.0;1697.076;2014-09-27;9.0;September;2014.0
798;Enterprise;Mexico;Carretera;Green;1694.0;106.0;180.2;12460.0;20.02;22975.0;8722.0;3052.588;2014-03-02;3.0;March;2014.0
799;Agriculture;Egypt;Bal;High;1662.0;117.0;198.9;16907.0;22.1;8843.0;11834.9;3305.718;2014-08-13;8.0;August;2014.0
800;Channel Partners;Germany;VTT;Medium;2434.0;53.0;90.1;19329.0;10.01;3074.0;13530.3;2193.034;2014-10-13;10.0;October;2014.0
801;Channel Partners;Mexico;Montana;Low;2683.0;115.0;195.5;11206.0;21.72;24857.0;7844.2;5245.265;2014-09-21;9.0;September;2014.0
802;Agriculture;Pakistan;Carretera;Green;1996.0;67.0;113.9;17883.0;12.66;8723.0;12518.1;2273.444;2014-02-03;2.0;February;2014.0
803;Household;Canada;VTT;Low;1493.0;96.0;163.2;17908.0;18.13;4470.0;12535.6;2436.576;2014-03-04;3.0;March;2014.0
804;Small Business;United States of America;Paseo;Low;1897.0;83.0;141.1;14106.0;15.68;19439.0;9874.2;2676.667;2014-11-09;11.0;November;2014.0
805;Channel Partners;United States of America;Montana;Medium;1966.0;103.0;175.1;18444.0;19.46;21128.0;12910.8;3442.466;2014-07-04;7.0;July;2014.0
806;Enterprise;Mexico;VTT;High;1445.0;70.0;119.0;12440.0;13.22;12518.0;8708.0;1719.55;2014-11-01;11.0;November;2014.0
807;Small Business;Albania;Carretera;Low;3079.0;64.0;108.8;19060.0;12.09;15140.0;13342.0;3349.952;2014-09-05;9.0;September;2014.0
808;Enterprise;Canada;VTT;Low;1710.0;88.0;149.6;10140.0;16.62;12770.0;7098.0;2558.16;2014-08-16;8.0;August;2014.0
809;Small Business;Mexico;Velo;High;2861.0;90.0;153.0;19089.0;17.0;12011.0;13362.3;4377.33;2014-02-06;2.0;February;2014.0
810;Agriculture;Egypt;Paseo;New Client;2459.0;77.0;130.9;14476.0;14.54;6229.0;10133.2;3218.8309999999997;2014-06-08;6.0;June;2014.0
811;Science;Canada;Montana;New Client;1279.0;93.0;158.1;13742.0;17.57;19909.0;9619.4;2022.099;2014-03-24;3.0;March;2014.0
812;Household;Mexico;VTT;Low;1426.0;55.0;93.5;13237.0;10.39;22364.0;9265.9;1333.31;2014-03-05;3.0;March;2014.0
813;Science;Mexico;Bal;High;1655.0;81.0;137.7;11026.0;15.3;24941.0;7718.2;2278.9349999999995;2014-02-18;2.0;February;2014.0
814;Household;Albania;Nice;Low;2150.0;85.0;144.5;15029.0;16.06;5135.0;10520.3;3106.75;2014-01-31;1.0;January;2014.0
815;Household;Finland;Bal;Low;1327.0;86.0;146.2;11459.0;16.24;7474.0;8021.299999999998;1940.074;2014-03-05;3.0;March;2014.0
816;Channel Partners;Germany;Carretera;Green;2614.0;85.0;144.5;11539.0;16.06;2205.0;8077.299999999998;3777.23;2014-01-17;1.0;January;2014.0
817;Small Business;Finland;Geotrack;Medium;1598.0;80.0;136.0;14276.0;15.11;12806.0;9993.2;2173.28;2014-11-15;11.0;November;2014.0
818;Government;Pakistan;Nice;High;2875.0;112.0;190.4;18875.0;21.16;12727.0;13212.5;5474.0;2014-04-29;4.0;April;2014.0
819;Government;Canada;Bal;Medium;2922.0;104.0;176.79999999999995;17623.0;19.64;7214.0;12336.1;5166.096;2014-04-04;4.0;April;2014.0
820;Government;Egypt;Velo;Medium;1425.0;98.0;166.6;15483.0;18.51;20997.0;10838.1;2374.05;2014-07-10;7.0;July;2014.0
821;Agriculture;Finland;VTT;High;2913.0;104.0;176.79999999999995;19949.0;19.64;16445.0;13964.3;5150.183999999998;2014-01-14;1.0;January;2014.0
822;Science;Pakistan;Paseo;Medium;1809.0;109.0;185.3;13487.0;20.59;24224.0;9440.9;3352.0769999999993;2014-05-03;5.0;May;2014.0
823;Science;Pakistan;Geotrack;Green;2799.0;66.0;112.2;15115.0;12.47;18914.0;10580.5;3140.478;2014-07-14;7.0;July;2014.0
824;Government;Finland;Geotrack;High;3010.0;102.0;173.4;18399.0;19.27;19959.0;12879.3;5219.34;2014-08-26;8.0;August;2014.0
825;Channel Partners;Mexico;Velo;High;2342.0;91.0;154.7;18832.0;17.19;9682.0;13182.4;3623.074;2014-04-15;4.0;April;2014.0
826;Small Business;Canada;VTT;Low;3071.0;93.0;158.1;10610.0;17.57;19429.0;7426.999999999999;4855.251;2014-06-25;6.0;June;2014.0
827;Science;Egypt;Nice;Green;2186.0;91.0;154.7;11019.0;17.19;21105.0;7713.299999999998;3381.742;2014-07-31;7.0;July;2014.0
828;Channel Partners;United States of America;Paseo;High;1358.0;52.0;88.39999999999998;10234.0;9.82;19583.0;7163.799999999998;1200.4719999999998;2014-04-29;4.0;April;2014.0
829;Channel Partners;Germany;Montana;New Client;1776.0;82.0;139.4;15353.0;15.49;15661.0;10747.1;2475.744;2014-12-07;12.0;December;2014.0
830;Science;Pakistan;Nice;Medium;2634.0;56.0;95.2;16228.0;10.58;5664.0;11359.6;2507.5679999999998;2014-07-06;7.0;July;2014.0
831;Household;Egypt;VTT;Medium;1255.0;108.0;183.6;16115.0;20.4;17091.0;11280.5;2304.18;2014-12-09;12.0;December;2014.0
832;Midmarket;United States of America;VTT;High;2456.0;72.0;122.4;12350.0;13.6;17497.0;8645.0;3006.1440000000002;2014-10-05;10.0;October;2014.0
833;Science;Finland;Geotrack;Green;1703.0;69.0;117.3;19619.0;13.03;1623.0;13733.3;1997.619;2014-01-26;1.0;January;2014.0
834;Household;Finland;Geotrack;Low;1746.0;73.0;124.1;18749.0;13.79;20031.0;13124.3;2166.786;2014-07-22;7.0;July;2014.0
835;Enterprise;Pakistan;Nice;Green;2656.0;107.0;181.9;12950.0;20.21;7018.0;9065.0;4831.264;2014-07-24;7.0;July;2014.0
836;Small Business;Egypt;Carretera;New Client;2872.0;86.0;146.2;11461.0;16.24;10273.0;8022.7;4198.8640000000005;2014-02-24;2.0;February;2014.0
837;Household;Germany;Montana;New Client;2264.0;119.0;202.3;15072.0;22.48;4245.0;10550.4;4580.071999999999;2014-11-06;11.0;November;2014.0
838;Midmarket;Albania;Velo;Low;1815.0;116.0;197.2;12407.0;21.91;4763.0;8684.9;3579.18;2014-11-01;11.0;November;2014.0
839;Channel Partners;Pakistan;Velo;Medium;1839.0;53.0;90.1;13625.0;10.01;23352.0;9537.5;1656.939;2014-03-25;3.0;March;2014.0
840;Midmarket;United States of America;Nice;Green;1623.0;102.0;173.4;13461.0;19.27;22060.0;9422.7;2814.282;2014-03-23;3.0;March;2014.0
841;Midmarket;Pakistan;Bal;Low;1991.0;119.0;202.3;11955.0;22.48;13447.0;8368.5;4027.793;2014-05-04;5.0;May;2014.0
842;Science;Pakistan;Geotrack;Low;2271.0;106.0;180.2;16053.0;20.02;6067.0;11237.1;4092.342;2014-06-14;6.0;June;2014.0
843;Agriculture;Egypt;VTT;High;2623.0;88.0;149.6;11930.0;16.62;9606.0;8351.0;3924.008;2014-04-12;4.0;April;2014.0
844;Government;Mexico;Montana;New Client;1386.0;115.0;195.5;16948.0;21.72;7555.0;11863.6;2709.63;2014-07-13;7.0;July;2014.0
845;Small Business;Egypt;Geotrack;High;1555.0;92.0;156.4;14121.0;17.38;7192.0;9884.7;2432.02;2014-01-05;1.0;January;2014.0
846;Channel Partners;Albania;Carretera;New Client;1352.0;97.0;164.9;19190.0;18.32;19467.0;13433.0;2229.448000000001;2014-01-04;1.0;January;2014.0
847;Household;Egypt;Paseo;Low;2539.0;87.0;147.9;18204.0;16.43;15217.0;12742.8;3755.1810000000014;2014-02-16;2.0;February;2014.0
848;Channel Partners;Canada;Bal;Green;1721.0;89.0;151.29999999999995;13593.0;16.81;21931.0;9515.1;2603.873;2014-01-18;1.0;January;2014.0
849;Government;Pakistan;Montana;Medium;1380.0;104.0;176.79999999999995;15573.0;19.64;19126.0;10901.1;2439.84;2014-07-30;7.0;July;2014.0
850;Government;Albania;Geotrack;Medium;2333.0;91.0;154.7;13367.0;17.19;13612.0;9356.9;3609.151;2014-02-18;2.0;February;2014.0
851;Science;Mexico;Bal;High;2339.0;110.0;187.0;12384.0;20.78;7111.0;8668.8;4373.93;2014-09-16;9.0;September;2014.0
852;Small Business;Egypt;Bal;Green;1521.0;69.0;117.3;14723.0;13.03;5509.0;10306.1;1784.1329999999996;2014-02-10;2.0;February;2014.0
853;Small Business;Mexico;Bal;New Client;3044.0;78.0;132.6;13396.0;14.73;9001.0;9377.2;4036.344;2014-02-09;2.0;February;2014.0
854;Channel Partners;United States of America;VTT;Low;2359.0;111.0;188.7;15519.0;20.97;8734.0;10863.3;4451.433;2014-12-11;12.0;December;2014.0
855;Household;Finland;Velo;Low;2253.0;83.0;141.1;13148.0;15.68;2374.0;9203.6;3178.983;2014-10-02;10.0;October;2014.0
856;Science;Finland;Velo;Medium;2072.0;53.0;90.1;16120.0;10.01;3732.0;11284.0;1866.872;2014-01-25;1.0;January;2014.0
857;Enterprise;Egypt;Carretera;New Client;2926.0;57.0;96.9;10052.0;10.77;690.0;7036.4;2835.2940000000003;2014-12-06;12.0;December;2014.0
858;Enterprise;United States of America;Velo;Medium;1814.0;85.0;144.5;13431.0;16.06;14326.0;9401.7;2621.23;2014-10-14;10.0;October;2014.0
859;Science;United States of America;VTT;New Client;3007.0;111.0;188.7;17964.0;20.97;10763.0;12574.8;5674.209;2014-08-30;8.0;August;2014.0
860;Government;Egypt;Velo;Low;1719.0;113.0;192.1;16655.0;21.34;12414.0;11658.5;3302.199;2014-01-27;1.0;January;2014.0
861;Channel Partners;United States of America;Paseo;Low;2925.0;98.0;166.6;19077.0;18.51;15468.0;13353.9;4873.05;2014-11-01;11.0;November;2014.0
862;Government;Germany;Geotrack;Green;2832.0;66.0;112.2;17620.0;12.47;13124.0;12334.0;3177.504000000001;2014-09-28;9.0;September;2014.0
863;Enterprise;Albania;Montana;New Client;2558.0;80.0;136.0;14356.0;15.11;22785.0;10049.2;3478.88;2014-12-27;12.0;December;2014.0
864;Government;Mexico;Carretera;Low;1664.0;55.0;93.5;16704.0;10.39;22694.0;11692.8;1555.84;2014-08-28;8.0;August;2014.0
865;Science;Egypt;Geotrack;Green;2490.0;94.0;159.79999999999995;17560.0;17.76;17585.0;12292.0;3979.02;2014-10-06;10.0;October;2014.0
866;Agriculture;Mexico;Bal;New Client;1911.0;99.0;168.29999999999995;11531.0;18.7;14182.0;8071.7;3216.213;2014-05-24;5.0;May;2014.0
867;Midmarket;United States of America;Bal;New Client;1680.0;117.0;198.9;19450.0;22.1;12785.0;13615.0;3341.52;2014-01-01;1.0;January;2014.0
868;Channel Partners;Germany;Montana;New Client;2177.0;101.0;171.7;19491.0;19.08;12649.0;13643.7;3737.909;2014-03-22;3.0;March;2014.0
869;Science;Germany;Nice;Medium;1717.0;88.0;149.6;13128.0;16.62;11323.0;9189.6;2568.632;2014-05-30;5.0;May;2014.0
870;Agriculture;Egypt;Montana;Medium;2236.0;62.0;105.4;17509.0;11.71;21120.0;12256.3;2356.744;2014-06-26;6.0;June;2014.0
871;Agriculture;Albania;Carretera;Medium;2589.0;86.0;146.2;14929.0;16.24;4320.0;10450.3;3785.118;2014-12-20;12.0;December;2014.0
872;Government;United States of America;Nice;Low;2674.0;94.0;159.79999999999995;11877.0;17.76;13974.0;8313.9;4273.052;2014-10-12;10.0;October;2014.0
873;Small Business;Albania;Velo;High;2680.0;86.0;146.2;13133.0;16.24;14663.0;9193.1;3918.16;2014-12-08;12.0;December;2014.0
874;Midmarket;Finland;Bal;High;1430.0;66.0;112.2;12134.0;12.47;20486.0;8493.8;1604.46;2014-09-16;9.0;September;2014.0
875;Science;Pakistan;Bal;New Client;1703.0;120.0;204.0;10153.0;22.67;22630.0;7107.0999999999985;3474.12;2014-09-05;9.0;September;2014.0
876;Small Business;Egypt;VTT;Medium;3062.0;98.0;166.6;14584.0;18.51;4044.0;10208.8;5101.292;2014-01-27;1.0;January;2014.0
877;Midmarket;Mexico;Geotrack;High;2163.0;63.0;107.1;19208.0;11.9;19937.0;13445.6;2316.573;2014-04-24;4.0;April;2014.0
878;Channel Partners;Pakistan;Velo;Medium;1289.0;62.0;105.4;17715.0;11.71;13448.0;12400.5;1358.6059999999998;2014-10-17;10.0;October;2014.0
879;Small Business;Mexico;Geotrack;Green;2936.0;77.0;130.9;19876.0;14.54;19388.0;13913.2;3843.224;2014-01-17;1.0;January;2014.0
880;Midmarket;Mexico;Paseo;Low;3016.0;81.0;137.7;15441.0;15.3;17684.0;10808.7;4153.031999999998;2014-07-29;7.0;July;2014.0
881;Channel Partners;Egypt;Velo;High;3026.0;57.0;96.9;12998.0;10.77;1882.0;9098.6;2932.1939999999995;2014-07-23;7.0;July;2014.0
882;Household;Pakistan;Carretera;Low;1818.0;100.0;170.0;10272.0;18.89;10233.0;7190.4;3090.6;2014-10-07;10.0;October;2014.0
883;Midmarket;Mexico;Carretera;Green;2308.0;107.0;181.9;12167.0;20.21;10387.0;8516.9;4198.252;2014-07-13;7.0;July;2014.0
884;Science;Finland;Velo;High;2428.0;119.0;202.3;19970.0;22.48;9164.0;13979.0;4911.844;2014-01-12;1.0;January;2014.0
